ASIN,Product_ID,Product_Group,Sales_Rank,Estimated_Number_of_Sales,Purchase_Price,Buy_Box_Landed,Low_New_Fba_Price,Low_New_Mfn_Price,Sell_Price,Fulfillment_Subtotal,Cost_Sub_Total,Inbound_Shipping_Estimate,Package_Weight,Package_Height,Package_Length,Package_Width,Package_Quantity,Total_Offers,New_FBA_Num_Offers,New_MFN_Num_Offers,Min,Mult,UM,CA,BWOT,Class
B077G6HTGX,7.86461E+11,Home,30260,1,5,10,10,10,10,5.47,5.47,4,3.96,5,10,5,1,0,0,0,1,1,1,1,1,No        
B077G6HTHF,7.86461E+11,Home,30260,1,6,12,12,12,12,5.47,5.47,2.4,4.91,5,10,5,1,0,0,0,1,1,1,1,1,No        
B077G6HTHL,7.86461E+11,Home,30260,1,3.5,7,7,7,7,5.47,5.47,2.8,6.05,5,10,5,1,0,0,0,1,1,1,1,1,No        
B077G6HTHM,7.86461E+11,Home,30260,1,3.5,7,7,7,7,5.47,5.47,3.2,6.38,5,10,5,1,0,0,0,1,1,1,1,1,No        
B077G6HTKX,7.86461E+11,Home Garden,2612611,5,3,6,6,6,6,5.47,5.47,0.4,11,5.3,5.6,5.6,1,0,0,0,1,1,1,1,1,No        
B077G6HTKZ,7.86461E+11,Home,30260,1,3.5,7,7,7,7,5.47,5.47,0.4,39.42,5,10,5,1,0,0,0,1,1,1,1,1,No        
B077G6HTL8,7.86461E+11,Home,30260,1,10,20,20,20,20,5.47,5.47,5.6,12.1,5,10,5,1,0,0,0,1,1,1,1,1,No        
B077G6HTLC,7.86461E+11,Home,30260,1,15,30,30,30,30,5.47,5.47,6.8,14.3,5,10,5,1,0,0,0,1,1,1,1,1,No        
B077G6HTLH,7.86461E+11,Home,30260,1,6,12,12,12,12,5.47,5.47,1.06,22,2.5,5,4.5,1,0,0,0,1,1,1,1,1,No        
B077G6HTLJ,7.86461E+11,Home,30260,1,3,6,6,6,6,5.47,5.47,8.4,18.7,5,10,5,1,0,0,0,1,1,1,1,1,No        
B077G7K9YP,7.86461E+11,Home,30260,1,5,10,10,10,10,5.47,5.47,3.2,4.18,5,10,5,1,0,0,0,1,1,1,1,1,No        
B077G7K9YQ,7.86461E+11,Home Garden,7456378,5,3.75,7.5,7.5,7.5,7.5,5.47,5.47,4.4,8.8,5,10,5,1,0,0,0,1,1,1,1,1,No        
B077G7KB16,7.8646E+11,Home,30260,1,6.75,13.5,13.5,13.5,13.5,5.47,5.47,2.8,5.5,5,10,5,1,0,0,0,1,1,1,1,1,No        
B077G8P7J7,7.86461E+11,Home,30260,1,4,8,8,8,8,5.47,5.47,6.4,16.5,5,10,5,1,0,0,0,1,1,1,1,1,No        
B077G8P7JX,7.8646E+11,Home Garden,5089525,5,12,30.38,30.38,24,30.38,6,10.56,0.86,8.8,5.6,9.5,9.4,1,1,1,0,1,1,1,1,1,No        
B077G8PF9S,7.86461E+11,Home,30260,1,11.75,35,35,23.5,35,9.32,14.57,4.8,10.34,5,10,5,1,1,1,0,1,1,1,1,1,No        
B077G8PF9W,7.86461E+11,Home,30260,1,9.5,19,19,19,19,5.47,5.47,6,13.2,5,10,5,1,0,0,0,1,1,1,1,1,No        
B077G8PF9Z,7.86461E+11,Home,30260,1,6.5,13,13,13,13,5.47,5.47,10.4,22,5,10,5,1,0,0,0,1,1,1,1,1,No        
B077G9JW3J,7.8646E+11,Home,30260,1,22.5,18.99,18.99,45,18.99,13.73,16.58,3.66,20.02,8,16,15,1,1,1,0,1,1,1,1,1,No        
B077G9JW3X,7.86461E+11,Home,30260,1,5,10,10,10,10,5.47,5.47,5.6,5.5,5,10,5,1,0,0,0,1,1,1,1,1,No        
B077G9JW4K,7.86461E+11,Home,30260,1,3.5,7,7,7,7,5.47,5.47,0.34,6.05,3.39,5.75,5.71,1,0,0,0,1,1,1,1,1,No        
B077G9JW6H,7.86461E+11,Home,30260,1,7.5,15,15,15,15,5.47,5.47,4.8,10.12,5,10,5,1,0,0,0,1,1,1,1,1,No        
B077G9JW6R,7.86461E+11,Home,30260,1,17.5,53.9,53.9,35,53.9,5.57,13.66,0.57,23.32,1.81,16.02,13.15,1,1,1,0,1,1,1,1,1,No        
B077GBDPYR,7.86461E+11,Home,30260,1,74,136.15,136.15,148,136.15,31.29,51.71,4.85,31.6,10,28.4,27,1,1,1,0,1,1,1,1,1,No        
B077GBDQ46,7.86461E+11,Home,30260,1,3,18.6,18.6,6,18.6,5.52,8.31,0.8,18.7,5,10,5,1,1,1,0,1,1,1,1,1,No        
B077GBDQ48,7.86461E+11,Home,30260,1,3,17.03,17.03,6,17.03,3.32,5.87,0.07,2.35,1.46,5.75,3.03,1,1,1,0,1,1,1,1,1,No        
B077GBJD2L,7.86461E+11,Home,30260,1,16,32,32,32,32,5.47,5.47,1.42,23.32,4.53,8.66,6.65,1,0,0,0,1,1,1,1,1,No        
B077GBJD3G,7.86461E+11,Home,30260,1,9.75,31,31,19.5,31,9.48,14.13,0.62,11,1.3,15.1,14.1,1,1,1,0,1,1,1,1,1,No        
B077GBN9QH,7.86461E+11,Home,30260,1,28.5,57,57,57,57,5.47,5.47,6.4,13.2,5,10,5,1,0,0,0,1,1,1,1,1,No        
B077GBN9TG,7.86461E+11,Home,30260,1,5,16.74,16.74,10,16.74,7.04,9.55,2.4,10.65,5,10,5,1,1,1,0,1,1,1,1,1,No        
B077GBN9TP,7.86461E+11,Home,30260,1,4.4,8.8,8.8,8.8,8.8,5.47,5.47,6.4,14.3,5,10,5,1,0,0,0,1,1,1,1,1,No        
B077GBX18P,7.86461E+11,Home,30260,1,37.5,75,75,75,75,5.47,5.47,6.4,15.4,5,10,5,1,0,0,0,1,1,1,1,1,No        
B077GBX1DF,7.86461E+11,Home,30260,1,4,8,8,8,8,5.47,5.47,0.4,12.76,6,8,7,1,0,0,0,1,1,1,1,1,No        
B077GBX1DQ,7.86461E+11,Home Garden,1497409,5,14,37,37,28,37,7.3,12.85,1.34,15.4,6.5,11.9,11.5,1,1,1,0,1,1,1,1,1,No        
B077GBX1DW,7.86461E+11,Home Garden,8610571,5,2.5,5,5,5,5,5.47,5.47,1.28,28.27,5,8.5,8,1,0,0,0,1,1,1,1,1,No        
B077GBX1DZ,7.86461E+11,Home,30260,1,6.5,13,13,13,13,5.47,5.47,0.4,22,5,10,5,1,0,0,0,1,1,1,1,1,No        
B077GCF5TZ,7.8646E+11,Home,30260,1,0.5,1,1,1,1,5.47,5.47,8,18.48,5,10,5,1,0,0,0,1,1,1,1,1,No        
B077GCF5V1,7.86461E+11,Home,30260,1,98,196,196,196,196,5.47,5.47,59.2,146.5,5,10,5,1,0,0,0,1,1,1,1,1,No        
B077GCF5VM,7.86461E+11,Home,30260,1,13.5,27,27,27,27,5.47,5.47,2.4,13.2,5,10,5,1,0,0,0,1,1,1,1,1,No        
B077GCF5VV,7.8646E+11,Home Garden,6178036,5,5,10,10,10,10,5.47,5.47,2.4,4.4,5,10,5,1,0,0,0,1,1,1,1,1,No        
B077GCF5Z1,7.86461E+11,Home,30260,1,3,6,6,6,6,5.47,5.47,0.4,11,5,10,5,1,0,0,0,1,1,1,1,1,No        
B077GCF5Z2,7.86461E+11,Home,30260,1,3.5,7,7,7,7,5.47,5.47,0.4,11,5,10,5,1,0,0,0,1,1,1,1,1,No        
B077GCF5ZF,7.86461E+11,Home,30260,1,20,30.77,40,30.77,30.77,11.22,15.84,6.8,12.1,5,10,5,1,1,0,1,1,1,1,1,1,No        
B077GCGNXR,7.86461E+11,Home,30260,1,7.5,15,15,15,15,5.47,5.47,4.8,11,5,10,5,1,0,0,0,1,1,1,1,1,No        
B077GCGNZN,7.86461E+11,Home,30260,1,4.5,9,9,9,9,5.47,5.47,8.8,19.14,5,10,5,1,0,0,0,1,1,1,1,1,No        
B077GCGP21,7.86461E+11,Home,30260,1,4,8,8,8,8,5.47,5.47,6.8,16.5,5,10,5,1,0,0,0,1,1,1,1,1,No        
B077GCGP26,7.86461E+11,Home,30260,1,18,28.44,28.44,36,28.44,12.48,16.75,1.88,17.6,9.69,16.02,9.84,1,1,1,0,1,1,1,1,1,No        
B077GCGP31,7.86461E+11,Home,30260,1,3,6,6,17.74,17.74,7.04,9.7,2.4,2.35,5,10,5,1,1,0,1,1,1,1,1,1,No        
B077GCK9Y1,7.86461E+11,Home,30260,1,23.5,47,47,47,47,5.47,5.47,3.6,7.48,5,10,5,1,0,0,0,1,1,1,1,1,No        
B077GCK9YC,7.86461E+11,Home,30260,1,6.5,13,13,13,13,5.47,5.47,6,13.2,5,10,5,1,0,0,0,1,1,1,1,1,No        
B077GCKB2G,7.86461E+11,Home,30260,1,3,6,6,6,6,5.47,5.47,0.4,9.9,5,10,5,1,0,0,0,1,1,1,1,1,No        
B077GCKPH1,7.8646E+11,Home Garden,5557770,5,9.75,18.01,18.01,19.5,18.01,6.44,9.14,1.26,13.2,3.6,14.4,12.4,1,1,1,0,1,1,1,1,1,No        
B077GCKPLN,7.86461E+11,Home,30260,1,2,4,4,4,4,5.47,5.47,0.4,2.35,5,10,5,1,0,0,0,1,1,1,1,1,No        
B077GCKPLW,7.86461E+11,Home Garden,3805919,5,22,44,44,44,44,5.47,5.47,1.68,20.68,9.6,21.1,11.1,1,0,0,0,1,1,1,1,1,No        
B077GCWK3S,7.8646E+11,Home,30260,1,10,20,20,20,20,5.47,5.47,6,13.2,5,10,5,1,0,0,0,1,1,1,1,1,No        
B077GCWK5H,7.8646E+11,Home,30260,1,8.5,17,17,17,17,5.47,5.47,6.8,13.2,5,10,5,1,0,0,0,1,1,1,1,1,No        
B077GCYK2V,7.86461E+11,Home,30260,1,5,12.4,10,12.4,12.4,8.56,10.42,4,8.36,5,10,5,1,1,0,1,1,1,1,1,1,No        
B077GCYK4G,7.86461E+11,Home Garden,831414,5,3,11.37,11.37,6,11.37,4.96,6.67,0.4,11,5.2,5.5,5.4,1,1,1,0,1,1,1,1,1,No        
B077GCYK4W,7.86461E+11,Home,30260,1,3,6,6,34.49,34.49,17.83,23,10.4,2.86,5,10,5,1,1,0,1,1,1,1,1,1,No        
B077GCYK4Z,7.86461E+11,Home,30260,1,3,6,6,6,6,5.47,5.47,0.4,12.1,2.5,7.5,4.25,1,0,0,0,1,1,1,1,1,No        
B077GCYVYV,7.86461E+11,Home,30260,1,12,24,24,24,24,5.47,5.47,2.8,6.05,5,10,5,1,0,0,0,1,1,1,1,1,No        
B077GCYVZ7,7.86461E+11,Home,30260,1,19.5,59,59,39,59,12.88,21.73,1.34,6.38,8.7,19.7,9.2,1,1,1,0,1,1,1,1,1,No        
B077GCYVZJ,7.86461E+11,Home Garden,4569543,5,4.75,9.5,9.5,9.5,9.5,5.47,5.47,0.4,7.7,5,10,5,1,0,0,0,1,1,1,1,1,No        
B077GCYW2T,7.86461E+11,Kitchen,90896,30,5,20.99,20.99,10,20.99,5.55,8.7,0.52,9.02,5,10.9,6,1,1,1,0,1,1,1,1,1,No        
B077GCYW3B,7.86461E+11,Home,30260,1,4,8,8,8,8,5.47,5.47,14.4,24.2,5,10,5,1,0,0,0,1,1,1,1,1,No        
B077GCYW3R,7.86461E+11,Home,30260,1,4.75,9.5,9.5,9.5,9.5,5.47,5.47,2.4,5.5,5,10,5,1,0,0,0,1,1,1,1,1,No        
B077GCYW3V,7.86461E+11,Home,30260,1,3,6,6,6,6,5.47,5.47,0.4,2.86,5,10,5,1,0,0,0,1,1,1,1,1,No        
B077GCYW3Z,7.86461E+11,Home,30260,1,22.5,45,45,45,45,5.47,5.47,9.2,23.54,5,10,5,1,0,0,0,1,1,1,1,1,No        
B077GCYW4B,7.8646E+11,Home,30260,1,2.4,4.8,4.8,4.8,4.8,5.47,5.47,6.4,13.64,5,10,5,1,0,0,0,1,1,1,1,1,No        
B077GFHV1Y,7.86461E+11,Home,30260,1,45,71.22,71.22,90,71.22,12.48,23.16,2.94,15.84,10.79,12.87,10.87,1,1,1,0,1,1,1,1,1,No        
B077GFHV2H,7.86461E+11,Home,30260,1,15,30,30,30,30,5.47,5.47,7.6,15.4,5,10,5,1,0,0,0,1,1,1,1,1,No        
B077GFHV2R,7.86461E+11,Home,30260,1,5,10,10,10,10,5.47,5.47,4,8.14,5,10,5,1,0,0,0,1,1,1,1,1,No        
B077GFHV5Z,7.8646E+11,Home,30260,1,2.5,5,5,5,5,5.47,5.47,10.4,24.64,5,10,5,1,0,0,0,1,1,1,1,1,No        
B077NV1FB7,7.8646E+11,Home,30260,1,3.8,7.6,7.6,7.6,7.6,5.47,5.47,0,18.75,6,6,6,6,0,0,0,1,1,1,1,1,No        
B077SWSRG7,7.86461E+11,Home,30260,1,6.75,13.5,13.5,13.5,13.5,5.47,5.47,0,4.95,6,6,6,4,0,0,0,1,1,1,1,1,No        
B077TL6FRV,7.8646E+11,Kitchen,30260,1,5,62.49,10,62.49,62.49,5.47,14.84,0,11.88,6,6,6,1,1,0,1,1,1,1,1,1,No        
B078T9RGMS,7.8646E+11,Kitchen,736405,5,12,24,24,24,24,5.47,5.47,1.9,19.14,8.3,12.2,9.9,1,0,0,0,1,1,1,1,1,No        
B078YL6ZW2,7.86461E+11,Kitchen,382876,5,3.75,10.05,10.05,7.5,10.05,3.52,5.03,0.23,7.48,2.83,7.4,4.8,1,2,2,0,1,1,1,1,1,No        
B078YLD1W7,7.86461E+11,Kitchen,30862,90,3.5,12.53,13.99,21.29,13.7,4.93,6.99,0.44,11,0.9,10.2,7.4,1,4,4,1,1,1,1,1,1,Yes       
B078YMGXMT,7.86461E+11,Kitchen,981965,5,6.25,20.58,20.58,12.5,20.58,3.5,6.59,0.22,7.7,2.01,5.91,4.17,6,2,2,0,1,1,1,1,1,No        
B078YMZ587,7.86461E+11,Kitchen,113869,30,3.5,14.95,7,7,14.95,3.52,5.76,0.24,5.06,2.1,7.2,6.4,1,0,0,0,1,1,1,1,1,No        
B079R7SP5P,7.86461E+11,Kitchen,30260,1,2.5,5,5,5,5,5.47,5.47,5,11.55,4,5,5,1,0,0,0,1,1,1,1,1,No        
B079RCYJLY,7.86461E+11,Kitchen,237875,5,4.5,12.31,12.31,9,12.31,4.96,6.81,0.34,6.6,4.25,6.3,5.59,1,1,1,0,1,1,1,1,1,No        
B079SHZ6DX,7.86461E+11,Kitchen,30260,1,4,8,8,8,8,5.47,5.47,0.8,25.3,3,6,4,1,0,0,0,1,1,1,1,1,No        
B07B8CVZJ4,7.86461E+11,Home Garden,6332155,5,7.5,15,15,15,15,5.47,5.47,1.16,17.38,5,5,5,1,0,0,0,1,1,1,1,1,No        
B07BBMCHV5,7.8646E+11,Home,30260,1,15,30,30,30,30,5.47,5.47,0.4,13.2,5,8,5,1,0,0,0,1,1,1,1,1,No        
B07BBX63KN,7.8646E+11,Lawn & Patio,30260,1,20,40,40,40,40,5.47,5.47,0.4,18.92,6,8.5,6,1,0,0,0,1,1,1,1,1,No        
B07BD3T3WH,7.8646E+11,Lawn & Patio,30260,1,15,30,30,30,30,5.47,5.47,0.4,13.2,6,10,6,1,0,0,0,1,1,1,1,1,No        
B07BD5HTQS,7.8646E+11,Lawn & Patio,30260,1,60,120,120,120,120,5.47,5.47,0.4,15.4,5.75,16,5.75,1,0,0,0,1,1,1,1,1,No        
B07BFSCHNQ,7.8646E+11,Kitchen,456383,5,30,60,83.3,71.6,83.3,13.72,26.22,4.56,22,10.25,17.25,10.5,6,3,1,2,1,1,1,1,1,No        
B07BFSLRDB,7.8646E+11,Kitchen,661729,5,17.5,34.37,34.37,59.72,34.37,11.62,16.78,2.54,13.2,8.7,15.24,8.78,6,5,3,2,1,1,1,1,1,No        
B07BFYKXYB,7.8646E+11,Kitchen,919353,5,27.5,75.99,75.99,55,75.99,16.25,27.65,4.28,22,12.36,17.87,12.6,1,1,1,0,1,1,1,1,1,No        
B07BGQ7VMK,7.86461E+11,Kitchen,193243,5,27.5,55,55,55,55,5.47,5.47,4,11,8,22,12.8,1,0,0,0,1,1,1,1,1,No        
B07BGRD34P,7.8646E+11,Kitchen,1303750,5,7.5,19.99,19.99,15,19.99,6.86,9.86,1.52,24.2,5.9,12,10.5,6,2,2,0,1,1,1,1,1,No        
B07BGRH31V,7.86461E+11,Kitchen,30260,1,19,38,38,38,38,5.47,5.47,8.04,20.24,2,25.25,18.5,1,0,0,0,1,1,1,1,1,No        
B07BGT56WX,7.86461E+11,Kitchen,72092,30,4,13.99,18.29,13.99,13.99,3.5,5.6,0.26,3.74,1.9,10.1,2.5,6,3,2,1,1,1,1,1,1,No        
B07BGTH5QX,7.86461E+11,Kitchen,825952,5,6.75,13.5,13.5,13.5,13.5,5.47,5.47,0.18,8.91,0.09,8,3,1,0,0,0,1,1,1,1,1,No        
B07BGTXK6C,7.8646E+11,Kitchen,1072462,5,17.5,58.76,58.76,35,58.76,13.31,22.12,4.08,21.85,7.5,15.5,15.3,6,1,1,0,1,1,1,1,1,No        
B07BGWWVQ4,7.86461E+11,Kitchen,217560,5,8.5,40.22,17,38.94,40.22,6.83,12.86,0.6,8.14,6.97,12.44,7.87,6,2,0,2,1,1,1,1,1,No        
B07BGX7V2G,7.86461E+11,Kitchen,279807,5,8,29.99,29.99,16,29.99,7.7,12.2,0.8,15.18,8,15,8,6,1,1,0,1,1,1,1,1,No        
B07BGXKCWH,7.86461E+11,Kitchen,30260,1,14,28,28,28,28,5.47,5.47,0,22.66,7.25,14,11,1,0,0,0,1,1,1,1,1,No        
B07BGXMZM9,7.8646E+11,Kitchen,30260,1,13.5,27,27,27,27,5.47,5.47,7.04,17.6,5,5,5,1,0,0,0,1,1,1,1,1,No        
B07BGXYTJB,7.8646E+11,Home,30260,1,6.75,13.5,13.5,13.5,13.5,5.47,5.47,4.2,7.7,5,10,5,1,0,0,0,1,1,1,1,1,No        
B07BH166TX,7.86461E+11,Home Garden,1776346,5,5,15.8,15.8,20.8,15.8,5.05,7.42,0.36,6.16,6.73,8.03,6.77,1,2,1,1,1,1,1,1,1,No        
B07BJ49LD4,7.86461E+11,Kitchen,30260,1,7.5,15,15,15,15,5.47,5.47,0.4,12.65,5.75,8.75,5.75,1,0,0,0,1,1,1,1,1,No        
B07BJ4HP9J,7.86461E+11,Kitchen,30260,1,6,12,12,12,12,5.47,5.47,0.4,6.47,4.5,6.75,4.5,1,0,0,0,1,1,1,1,1,No        
B07BJ4P2HG,7.86461E+11,Kitchen,66565,30,9.5,24.28,24.28,19,24.28,6.41,10.05,1.43,14.3,7.32,9.84,7.83,1,3,3,0,1,1,1,1,1,No        
B07BJ7MYM3,7.86461E+11,Kitchen,915589,5,9,18,18,18,18,5.47,5.47,0.4,12.54,1,9.6,6.9,1,0,0,0,1,1,1,1,1,No        
B07BJ89QT3,7.86461E+11,Kitchen,323500,5,9.5,29.99,29.99,19,29.99,5.99,10.49,1.41,14.3,6.69,10.16,6.97,6,1,1,0,1,1,1,1,1,No        
B07BJ8HD4W,7.86461E+11,Kitchen,521778,5,9.5,27.11,27.11,19,27.11,6.42,10.49,1.34,14.74,6.69,9.88,9.09,6,1,1,0,1,1,1,1,1,No        
B07BJ8KMVJ,7.86461E+11,Kitchen,30260,1,12,24,24,24,24,5.47,5.47,0.4,9.9,6.5,9.72,6.5,1,0,0,0,1,1,1,1,1,No        
B07BJ8X6BF,7.86461E+11,Kitchen,719848,5,8.5,17,17,17,17,5.47,5.47,0.8,15.4,6.25,9,6.5,1,0,0,0,1,1,1,1,1,No        
B07BJGXSM1,7.86461E+11,Kitchen,320304,5,6,26,26,12,26,5.56,9.46,0.76,16.5,6.14,9.09,6.38,6,1,1,0,1,1,1,1,1,No        
B07BJGYKKT,7.86461E+11,Kitchen,1224549,5,6.75,13.5,13.5,13.5,13.5,5.47,5.47,5.28,13.2,6,9,6,1,0,0,0,1,1,1,1,1,No        
B07BJGZ4KM,7.86461E+11,Kitchen,126755,30,10,20,20,20,20,5.47,5.47,1.38,9.9,7.56,11.42,7.64,1,0,0,0,1,1,1,1,1,No        
B07BLQXNH1,7.86461E+11,Kitchen,30260,1,4,8,8,8,8,5.47,5.47,4.92,8.8,0.75,8,8,1,0,0,0,1,1,1,1,1,No        
B07BN7NNNH,7.86461E+11,Kitchen,168089,5,8.75,29.99,29.99,17.5,29.99,5.83,10.33,1.2,22,3.1,4.9,4.8,6,1,1,0,1,1,1,1,1,No        
B07BN95K6P,7.86461E+11,Kitchen,30260,1,6.75,13.5,13.5,13.5,13.5,5.47,5.47,7.64,19.25,1,13,13,1,0,0,0,1,1,1,1,1,No        
B07BNF3RY5,7.8646E+11,Kitchen,30260,1,9.5,19,19,19,19,5.47,5.47,7.48,19.95,7.25,9.25,8,1,0,0,0,1,1,1,1,1,No        
B07BQQKWFN,7.86461E+11,Home,30260,1,5,10,10,10,10,5.47,5.47,2.64,6.6,2,12,5,1,0,0,0,1,1,1,1,1,No        
B07BQQZZZ5,7.86461E+11,Home,30260,1,6,12,12,12,12,5.47,5.47,2.64,6.6,2,12,5,1,0,0,0,1,1,1,1,1,No        
B07BR5MP4J,7.86461E+11,Home,30260,1,16,32,32,32,32,5.47,5.47,6.16,15.4,8,18,16,1,0,0,0,1,1,1,1,1,No        
B07BR9Q79Z,7.86461E+11,Home,30260,1,13,26,26,26,26,5.47,5.47,5.28,12.1,8,10,9,1,0,0,0,1,1,1,1,1,No        
B07BRF2XFW,7.86461E+11,Home,30260,1,6.75,13.5,13.5,13.5,13.5,5.47,5.47,5.28,13.2,5,11,5,1,0,0,0,1,1,1,1,1,No        
B07BRKGWLV,7.86461E+11,Home,30260,1,7.5,15,15,15,15,5.47,5.47,4.4,9.9,5,9,5,1,0,0,0,1,1,1,1,1,No        
B07BRPC2F9,7.86461E+11,Home,30260,1,9.5,19,19,19,19,5.47,5.47,3.52,8.8,5,11,5,1,0,0,0,1,1,1,1,1,No        
B07BRQXV61,7.86461E+11,Home,30260,1,7.5,15,15,15,15,5.47,5.47,4.4,9.9,5,9,5,1,0,0,0,1,1,1,1,1,No        
B07BS86R8T,7.86461E+11,Kitchen,30260,1,3,6,6,6,6,5.47,5.47,4.68,11.66,0.25,9.45,7,1,0,0,0,1,1,1,1,1,No        
B07BS8SPX1,7.86461E+11,Home,30260,1,9,18,18,18,18,5.47,5.47,6.16,11,5,12,5,1,0,0,0,1,1,1,1,1,No        
B07BS9RVFX,7.86461E+11,Home,30260,1,10,20,20,20,20,5.47,5.47,5.28,17.6,5,14,5,1,0,0,0,1,1,1,1,1,No        
B07BSBL25H,7.86461E+11,Home,30260,1,14,28,28,28,28,5.47,5.47,7.56,18.92,5,16,5,1,0,0,0,1,1,1,1,1,No        
B07BSF1982,7.86461E+11,Home Garden,2848189,5,18,31.39,31.39,36,31.39,7.71,12.42,1.74,17.6,7.9,15.6,7.9,6,1,1,0,1,1,1,1,1,No        
B07BVWTXLS,7.8646E+11,Kitchen,30260,1,6.5,13,13,13,13,5.47,5.47,2.2,5.5,3.25,8,3.25,1,0,0,0,1,1,1,1,1,No        
B07BVYDH11,7.86461E+11,Home,30260,1,5,10,10,10,10,5.47,5.47,0,8.8,6,6,6,1,0,0,0,1,1,1,1,1,No        
B07BVZ37Z5,7.86461E+11,Home Garden,5241772,5,20,40,40,40,40,5.47,5.47,2.24,17.6,5,19,5,1,0,0,0,1,1,1,1,1,No        
B07C593ZQS,7.86461E+11,Kitchen,1795108,5,2,4,4,4,4,5.47,5.47,0,3.08,6,6,6,1,0,0,0,1,1,1,1,1,No        
B07C9CP26G,7.86461E+11,Home,30260,1,6,12,12,12,12,5.47,5.47,3.08,7.7,5,6,5,1,0,0,0,1,1,1,1,1,No        
B07C9ZYD7H,7.8646E+11,Home,30260,1,12,24,24,24,24,5.47,5.47,0.4,7.46,9,10,10,1,0,0,0,1,1,1,1,1,No        
B07CDD95P8,7.8646E+11,Home,30260,1,9,18,18,18,18,5.47,5.47,0.4,6.6,8,8,8,1,0,0,0,1,1,1,1,1,No        
B07CNMNRCZ,7.8646E+11,Kitchen,905487,5,25,50,50,50,50,5.47,5.47,0.75,14.3,8.23,12.95,8.27,1,0,0,0,1,1,1,1,1,No        
B07CNRX3DS,7.86461E+11,Kitchen,192945,5,4,8,8,8,8,5.47,5.47,0.18,7.04,2.72,10.12,4.33,1,0,0,0,1,1,1,1,1,No        
B07CP4K6J7,7.86461E+11,Home Garden,2543612,5,6.75,14.97,14.97,13.5,14.97,4.99,7.24,0.53,6.6,5.16,6.93,6.54,1,4,4,0,1,1,1,1,1,No        
B07CP81P7J,7.86461E+11,Home Garden,1011761,5,4.5,16.25,16.25,9,16.25,4.95,7.39,0.35,6.6,3.7,8.19,3.82,6,2,2,0,1,1,1,1,1,No        
B07CPBZ7H6,7.86461E+11,Kitchen,341200,5,3.75,7.5,7.5,7.5,7.5,5.47,5.47,0.31,8.8,2.8,8.4,4.7,1,0,0,0,1,1,1,1,1,No        
B07CPD1MVS,7.86461E+11,Kitchen,535573,5,3.75,29.98,7.5,29.98,29.98,3.5,8,0.3,8.8,2.4,6.8,3.8,6,1,0,1,1,1,1,1,1,No        
B07CQ69K9X,7.8646E+11,Kitchen,30260,1,2.5,11.99,11.99,5,11.99,4.96,6.76,0.64,15.84,4,8,4.5,1,1,1,0,1,1,1,1,1,No        
B07CQPFFTC,7.86461E+11,Kitchen,151461,5,3.75,7.5,7.5,7.5,7.5,5.47,5.47,0.26,8.8,3,9,4.9,1,0,0,0,1,1,1,1,1,No        
B07CT79MZD,7.86461E+11,Furniture,30260,1,9,18,18,18,18,5.47,5.47,1.3,15.4,6.9,8.5,7,1,0,0,0,1,1,1,1,1,No        
B07CVGR46W,7.8646E+11,Kitchen,969681,5,20,37.99,39.99,59.91,39.99,12.06,18.06,1.42,15.8,9.2,16,9.2,6,1,1,1,1,1,1,1,1,Yes       
B07CZ4NGWQ,7.86461E+11,Kitchen,125444,30,6.5,14.21,14.21,17.2,14.21,3.51,5.64,0.22,9.68,2.17,7.4,4.61,1,6,3,3,1,1,1,1,1,No        
B07CZ5Z8CQ,7.8646E+11,Kitchen,865386,5,8,16,16,16,16,5.47,5.47,1.57,8.8,6.46,12.24,8.74,1,0,0,0,1,1,1,1,1,No        
B07D178ZXB,7.86461E+11,Kitchen,1363282,5,2.5,19.99,19.99,5,19.99,3.49,6.49,0.3,11.88,1,4,4,6,1,1,0,1,1,1,1,1,No        
B07D1JWRQ4,7.86461E+11,Kitchen,86146,30,3.5,15.99,15.99,19.99,15.99,4.99,7.39,0.4,16.5,2.7,12.4,6.4,1,2,1,1,1,1,1,1,1,No        
B07D25VQPX,7.86461E+11,Fashion,4086720,5,2.5,12.99,12.99,5,12.99,3.52,5.47,0.18,6.82,3.23,6.65,4.37,1,1,1,0,1,1,1,1,1,No        
B07D7JDY8Q,7.86461E+11,Health and Beauty,30260,1,4.4,22.99,22.99,26,22.99,3.54,6.99,0.16,6.6,1.73,10.47,8.43,6,2,1,1,1,1,1,1,1,No        
B07FB1L2FP,7.8646E+11,Lighting,30260,1,14,28,28,28,28,5.47,5.47,1.26,12.58,6,16,6,1,0,0,0,1,1,1,1,1,No        
B07FB3LLQ7,7.8646E+11,Lighting,30260,1,10,20,20,20,20,5.47,5.47,0.86,11.13,6.9,11.3,7.1,1,0,0,0,1,1,1,1,1,No        
B07FB3YWYK,7.8646E+11,Home Improvement,2576409,5,9,18,18,18,18,5.47,5.47,0.5,6.07,5,12,6,1,0,0,0,1,1,1,1,1,No        
B07FB6R67L,7.86461E+11,Kitchen,109182,30,9,23.38,23.38,18,23.38,11.22,14.73,0.56,7.7,8.31,14.84,8.66,6,1,1,0,1,1,1,1,1,No        
B07FB72CT6,7.8646E+11,Home Garden,5778065,5,14,28,28,28,28,5.47,5.47,2.14,21.36,5,18,5,1,0,0,0,1,1,1,1,1,No        
